Time,Temperature,Humidity,Sound_Level,Light_Level
4/3/23 3:50,28.2,45.6,31,578
4/3/23 3:55,28.1,45.4,31.5,577
4/3/23 4:00,28,45.2,32,576
4/3/23 4:05,27.9,45,32.5,575
4/3/23 4:10,27.8,44.8,33,574
4/3/23 4:15,27.7,44.6,33.5,573
4/3/23 4:20,27.6,44.4,34,572
4/3/23 4:25,27.5,44.2,34.5,571
4/3/23 4:30,27.4,44,35,570
4/3/23 4:35,27.3,43.8,35.5,569
4/3/23 4:40,27.2,43.6,36,568
4/3/23 4:45,27.1,43.4,36.5,567
4/3/23 4:50,27,43.2,37,566
4/3/23 4:55,26.9,43,37.5,565
4/3/23 5:00,26.8,42.8,38,564
4/3/23 5:05,26.7,42.6,38.5,563
4/3/23 5:10,26.6,42.4,39,562
4/3/23 5:15,26.5,42.2,39.5,561
4/3/23 5:20,26.4,42,40,560
4/3/23 5:25,26.3,41.8,40.5,559
4/3/23 5:30,26.2,41.6,41,558
4/3/23 5:35,26.1,41.4,41.5,557
4/3/23 5:40,26,41.2,42,556
4/3/23 5:45,25.9,41,42.5,555
4/3/23 5:50,25.8,40.8,43,554
4/3/23 5:55,25.7,40.6,43.5,553
4/3/23 6:00,25.6,40.4,44,552
4/3/23 6:05,25.5,40.2,44.5,551
4/3/23 6:10,25.4,40,45,550
4/3/23 6:15,25.3,39.8,45.5,549
4/3/23 6:20,25.2,39.6,46,548
4/3/23 6:25,25.1,39.4,46.5,547
4/3/23 6:30,25,39.2,47,546
4/3/23 6:35,24.9,39,47.5,545
4/3/23 6:40,24.8,38.8,48,544
4/3/23 6:45,24.7,38.6,48.5,543
4/3/23 6:50,24.6,38.4,49,542
4/3/23 6:55,24.5,38.2,49.5,541
4/3/23 7:00,24.4,38,50,540
4/3/23 7:05,24.3,37.8,50.5,539
4/3/23 7:10,24.2,37.6,51,538
4/3/23 7:15,24.1,37.4,51.5,537
4/3/23 7:20,24,37.2,52,536
4/3/23 7:25,23.9,37,52.5,535
4/3/23 7:30,23.8,36.8,53,534
4/3/23 7:35,23.7,36.6,53.5,533
4/3/23 7:40,23.6,36.4,54,532
4/3/23 7:45,23.5,36.2,54.5,531
4/3/23 7:50,23.4,36,55,530
4/3/23 7:55,23.3,35.8,55.5,529
4/3/23 8:00,23.2,35.6,56,528
4/3/23 8:05,23.1,35.4,56.5,527
4/3/23 8:10,23,35.2,57,526
4/3/23 8:15,22.9,35,57.5,525
4/3/23 8:20,22.8,34.8,58,524
4/3/23 8:25,22.7,34.6,58.5,523
4/3/23 8:30,22.6,34.4,59,522
4/3/23 8:35,22.5,34.2,59.5,521
4/3/23 8:40,22.4,34,60,520
4/3/23 8:45,22.3,33.8,60.5,519
4/3/23 8:50,22.2,33.6,61,518
4/3/23 8:55,22.1,33.4,61.5,517
4/3/23 9:00,22,33.2,62,516
4/3/23 9:05,21.9,33,62.5,515
4/3/23 9:10,21.8,32.8,63,514
4/3/23 9:15,21.7,32.6,63.5,513
4/3/23 9:20,21.6,32.4,64,512
4/3/23 9:25,21.5,32.2,64.5,511
4/3/23 9:30,21.4,32,65,510
4/3/23 9:35,21.3,31.8,65.5,509
4/3/23 9:40,21.2,31.6,66,508
4/3/23 9:45,21.1,31.4,66.5,507
4/3/23 9:50,21,31.2,67,506
4/3/23 9:55,20.9,31,67.5,505
4/3/23 10:00,20.8,30.8,68,504
4/3/23 10:05,20.7,30.6,68.5,503
4/3/23 10:10,20.6,30.4,69,502
4/3/23 10:15,20.5,30.2,69.5,501
4/3/23 10:20,20.4,30,70,500
4/3/23 10:25,20.3,29.8,69.5,499
4/3/23 10:30,20.2,29.6,69,498
4/3/23 10:35,20.1,29.4,68.5,497
4/3/23 10:40,20,29.2,68,496
4/3/23 10:45,19.9,29,67.5,495
4/3/23 10:50,19.8,28.8,67,494
4/3/23 10:55,19.7,28.6,66.5,493
4/3/23 11:00,19.6,28.4,66,492
4/3/23 11:05,19.5,28.2,65.5,491
4/3/23 11:10,19.4,28,65,490
4/3/23 11:15,19.3,27.8,64.5,489
4/3/23 11:20,19.2,27.6,64,488
4/3/23 11:25,19.1,27.4,63.5,487
4/3/23 11:30,19,27.2,63,486
4/3/23 11:35,18.9,27,62.5,485
4/3/23 11:40,18.8,26.8,62,484
4/3/23 11:45,18.7,26.6,61.5,483
4/3/23 11:50,18.6,26.4,61,482
4/3/23 11:55,18.5,26.2,60.5,481
4/3/23 12:00,18.4,26,60,480
4/3/23 12:05,18.3,25.8,59.5,479
4/3/23 12:10,18.2,25.6,59,478
4/3/23 12:15,18.1,25.4,58.5,477
4/3/23 12:20,18,25.2,58,476
4/3/23 12:25,17.9,25,57.5,475
4/3/23 12:30,18,24.8,57,474
4/3/23 12:35,18.1,24.6,56.5,473
4/3/23 12:40,18.2,24.4,56,472
4/3/23 12:45,18.3,24.2,55.5,471
4/3/23 12:50,18.4,24,55,470
4/3/23 12:55,18.5,23.8,54.5,469
4/3/23 13:00,18.6,23.6,54,468
4/3/23 13:05,18.7,23.4,53.5,467
4/3/23 13:10,18.8,23.2,53,466
4/3/23 13:15,18.9,23,52.5,465
4/3/23 13:20,19,22.8,52,464
4/3/23 13:25,19.1,22.6,51.5,463
4/3/23 13:30,19.2,22.4,51,462
4/3/23 13:35,19.3,22.2,50.5,461
4/3/23 13:40,19.4,22,50,460
4/3/23 13:45,19.5,21.8,49.5,459
4/3/23 13:50,19.6,21.6,49,458
4/3/23 13:55,19.7,21.4,48.5,457
4/3/23 14:00,19.8,21.2,48,456
4/3/23 14:05,19.9,21,47.5,455
4/3/23 14:10,20,20.8,47,454
4/3/23 14:15,20.1,20.6,46.5,453
4/3/23 14:20,20.2,20.4,46,452
4/3/23 14:25,20.3,20.2,45.5,451
4/3/23 14:30,20.4,20,45,450
4/3/23 14:35,20.5,19.8,44.5,449
4/3/23 14:40,20.6,19.6,44,448
4/3/23 14:45,20.7,19.4,43.5,447
4/3/23 14:50,20.8,19.2,43,446
4/3/23 14:55,20.9,19,42.5,445
4/3/23 15:00,21,18.8,42,444
4/3/23 15:05,21.1,18.6,41.5,443
4/3/23 15:10,21.2,18.4,41,442
4/3/23 15:15,21.3,18.2,40.5,441
4/3/23 15:20,21.4,18,40,440
4/3/23 15:25,21.5,17.8,39.5,439
4/3/23 15:30,21.6,17.6,39,438
4/3/23 15:35,21.7,17.4,38.5,437
4/3/23 15:40,21.8,17.2,38,436
4/3/23 15:45,21.9,17,37.5,435
4/3/23 15:50,22,16.8,37,434
4/3/23 15:55,22.1,16.6,36.5,433
4/3/23 16:00,22.2,16.4,36,432
4/3/23 16:05,22.3,16.2,35.5,431
4/3/23 16:10,22.4,16,35,430
4/3/23 16:15,22.5,15.8,34.5,429
4/3/23 16:20,22.6,15.6,34,428
4/3/23 16:25,22.7,15.4,33.5,427
4/3/23 16:30,22.8,15.2,33,426
4/3/23 16:35,22.9,15,32.5,425
4/3/23 16:40,23,14.8,32,424
4/3/23 16:45,23.1,14.6,31.5,423
4/3/23 16:50,23.2,14.4,31,422
4/3/23 16:55,23.3,14.2,30.5,421
4/3/23 17:00,23.4,14,30,420
4/3/23 17:05,23.5,13.8,29.5,419
4/3/23 17:10,23.6,13.6,29,418
4/3/23 17:15,23.7,13.4,28.5,417
4/3/23 17:20,23.8,13.2,28,416
4/3/23 17:25,23.9,13,27.5,415
4/3/23 17:30,24,12.8,27,414
4/3/23 17:35,24.1,12.6,26.5,413
4/3/23 17:40,24.2,12.4,26,412
4/3/23 17:45,24.3,12.2,25.5,411
4/3/23 17:50,24.4,12,25,410
4/3/23 17:55,24.5,11.8,24.5,409
4/3/23 18:00,24.6,11.6,24,408
4/3/23 18:05,24.7,11.4,23.5,407
4/3/23 18:10,24.8,11.2,23,406
4/3/23 18:15,24.9,11,22.5,405
4/3/23 18:20,25,10.8,22,404
4/3/23 18:25,25.1,10.6,21.5,403
4/3/23 18:30,25.2,10.4,21,402
4/3/23 18:35,25.3,10.2,20.5,401
4/3/23 18:40,25.4,10,20,400
4/3/23 18:45,25.5,10.2,20.5,399
4/3/23 18:50,25.6,10.4,21,398
4/3/23 18:55,25.7,10.6,21.5,397
4/3/23 19:00,25.8,10.8,22,396
4/3/23 19:05,25.9,11,22.5,395
4/3/23 19:10,26,11.2,23,394
4/3/23 19:15,26.1,11.4,23.5,393
4/3/23 19:20,26.2,11.6,24,392
4/3/23 19:25,26.3,11.8,24.5,391
4/3/23 19:30,26.4,12,25,390
4/3/23 19:35,26.5,12.2,25.5,389
4/3/23 19:40,26.6,12.4,26,388
4/3/23 19:45,26.7,12.6,26.5,387
4/3/23 19:50,26.8,12.8,27,386
4/3/23 19:55,26.9,13,27.5,385
4/3/23 20:00,27,13.2,28,384
4/3/23 20:05,27.1,13.4,28.5,383
4/3/23 20:10,27.2,13.6,29,382
4/3/23 20:15,27.3,13.8,29.5,381
4/3/23 20:20,27.4,14,30,380
4/3/23 20:25,27.5,14.2,30.5,379
4/3/23 20:30,27.6,14.4,31,378
4/3/23 20:35,27.7,14.6,31.5,377
4/3/23 20:40,27.8,14.8,32,376
4/3/23 20:45,27.9,15,32.5,375
4/3/23 20:50,28,15.2,33,374
4/3/23 20:55,28.1,15.4,33.5,373
4/3/23 21:00,28.2,15.6,34,372
4/3/23 21:05,28.3,15.8,34.5,371
4/3/23 21:10,28.4,16,35,370
4/3/23 21:15,28.5,16.2,35.5,369
4/3/23 21:20,28.6,16.4,36,368
4/3/23 21:25,28.7,16.6,36.5,367
4/3/23 21:30,28.8,16.8,37,366
4/3/23 21:35,28.9,17,37.5,365
4/3/23 21:40,29,17.2,38,364
4/3/23 21:45,29.1,17.4,38.5,363
4/3/23 21:50,29.2,17.6,39,362
4/3/23 21:55,29.3,17.8,39.5,361
4/3/23 22:00,29.4,18,40,360
4/3/23 22:05,29.5,18.2,40.5,359
4/3/23 22:10,29.6,18.4,41,358
4/3/23 22:15,29.7,18.6,41.5,357
4/3/23 22:20,29.8,18.8,42,356
4/3/23 22:25,29.9,19,42.5,355
4/3/23 22:30,30,19.2,43,354
4/3/23 22:35,29.9,19.4,43.5,353
4/3/23 22:40,29.8,19.6,44,352
4/3/23 22:45,29.7,19.8,44.5,351
4/3/23 22:50,29.6,20,45,350
4/3/23 22:55,29.5,20.2,45.5,349
4/3/23 23:00,29.4,20.4,46,348
4/3/23 23:05,29.3,20.6,46.5,347
4/3/23 23:10,29.2,20.8,47,346
4/3/23 23:15,29.1,21,47.5,345
4/3/23 23:20,29,21.2,48,344
4/3/23 23:25,28.9,21.4,48.5,343
4/3/23 23:30,28.8,21.6,49,342
4/3/23 23:35,28.7,21.8,49.5,341
4/3/23 23:40,28.6,22,50,340
4/3/23 23:45,28.5,22.2,50.5,339
4/3/23 23:50,28.4,22.4,51,338
4/3/23 23:55,28.3,22.6,51.5,337
4/4/23 0:00,28.2,22.8,52,336
4/4/23 0:05,28.1,23,52.5,335
4/4/23 0:10,28,23.2,53,334
4/4/23 0:15,27.9,23.4,53.5,333
4/4/23 0:20,27.8,23.6,54,332
4/4/23 0:25,27.7,23.8,54.5,331
4/4/23 0:30,27.6,24,55,330
4/4/23 0:35,27.5,24.2,55.5,329
4/4/23 0:40,27.4,24.4,56,328
4/4/23 0:45,27.3,24.6,56.5,327
4/4/23 0:50,27.2,24.8,57,326
4/4/23 0:55,27.1,25,57.5,325
4/4/23 1:00,27,25.2,58,324
4/4/23 1:05,26.9,25.4,58.5,323
4/4/23 1:10,26.8,25.6,59,322
4/4/23 1:15,26.7,25.8,59.5,321
4/4/23 1:20,26.6,26,60,320
4/4/23 1:25,26.5,26.2,60.5,319
4/4/23 1:30,26.4,26.4,61,318
4/4/23 1:35,26.3,26.6,61.5,317
4/4/23 1:40,26.2,26.8,62,316
4/4/23 1:45,26.1,27,62.5,315
4/4/23 1:50,26,27.2,63,314
4/4/23 1:55,25.9,27.4,63.5,313
4/4/23 2:00,25.8,27.6,64,312
4/4/23 2:05,25.7,27.8,64.5,311
4/4/23 2:10,25.6,28,65,310
4/4/23 2:15,25.5,28.2,65.5,309
4/4/23 2:20,25.4,28.4,66,308
4/4/23 2:25,25.3,28.6,66.5,307
4/4/23 2:30,25.2,28.8,67,306
4/4/23 2:35,25.1,29,67.5,305
4/4/23 2:40,25,29.2,68,304
4/4/23 2:45,24.9,29.4,68.5,303
4/4/23 2:50,24.8,29.6,69,302
4/4/23 2:55,24.7,29.8,69.5,301
4/4/23 3:00,24.6,30,70,300
4/4/23 3:05,24.5,30.2,69.5,299
4/4/23 3:10,24.4,30.4,69,298
4/4/23 3:15,24.3,30.6,68.5,297
4/4/23 3:20,24.2,30.8,68,296
4/4/23 3:25,24.1,31,67.5,295
4/4/23 3:30,24,31.2,67,294
4/4/23 3:35,23.9,31.4,66.5,293
4/4/23 3:40,23.8,31.6,66,292
4/4/23 3:45,23.7,31.8,65.5,291
4/4/23 3:50,23.6,32,65,290
4/4/23 3:55,23.5,32.2,64.5,289
4/4/23 4:00,23.4,32.4,64,288
4/4/23 4:05,23.3,32.6,63.5,287
4/4/23 4:10,23.2,32.8,63,286
4/4/23 4:15,23.1,33,62.5,285
4/4/23 4:20,23,33.2,62,284
4/4/23 4:25,22.9,33.4,61.5,283
4/4/23 4:30,22.8,33.6,61,282
4/4/23 4:35,22.7,33.8,60.5,281
4/4/23 4:40,22.6,34,60,280
4/4/23 4:45,22.5,34.2,59.5,279
4/4/23 4:50,22.4,34.4,59,278
4/4/23 4:55,22.3,34.6,58.5,277
4/4/23 5:00,22.2,34.8,58,276
4/4/23 5:05,22.1,35,57.5,275
4/4/23 5:10,22,35.2,57,274
4/4/23 5:15,21.9,35.4,56.5,273
4/4/23 5:20,21.8,35.6,56,272
4/4/23 5:25,21.7,35.8,55.5,271
4/4/23 5:30,21.6,36,55,270
4/4/23 5:35,21.5,36.2,54.5,269
4/4/23 5:40,21.4,36.4,54,268
4/4/23 5:45,21.3,36.6,53.5,267
4/4/23 5:50,21.2,36.8,53,266
4/4/23 5:55,21.1,37,52.5,265
4/4/23 6:00,21,37.2,52,264
4/4/23 6:05,20.9,37.4,51.5,263
4/4/23 6:10,20.8,37.6,51,262
4/4/23 6:15,20.7,37.8,50.5,261
4/4/23 6:20,20.6,38,50,260
4/4/23 6:25,20.5,38.2,49.5,259
4/4/23 6:30,20.4,38.4,49,258
4/4/23 6:35,20.3,38.6,48.5,257
4/4/23 6:40,20.2,38.8,48,256
4/4/23 6:45,20.1,39,47.5,255
4/4/23 6:50,20,39.2,47,254
4/4/23 6:55,19.9,39.4,46.5,253
4/4/23 7:00,19.8,39.6,46,252
4/4/23 7:05,19.7,39.8,45.5,251
4/4/23 7:10,19.6,40,45,250
4/4/23 7:15,19.5,40.2,44.5,249
4/4/23 7:20,19.4,40.4,44,248
4/4/23 7:25,19.3,40.6,43.5,247
4/4/23 7:30,19.2,40.8,43,246
4/4/23 7:35,19.1,41,42.5,245
4/4/23 7:40,19,41.2,42,244
4/4/23 7:45,18.9,41.4,41.5,243
4/4/23 7:50,18.8,41.6,41,242
4/4/23 7:55,18.7,41.8,40.5,241
4/4/23 8:00,18.6,42,40,240
4/4/23 8:05,18.5,42.2,39.5,239
4/4/23 8:10,18.4,42.4,39,238
4/4/23 8:15,18.3,42.6,38.5,237
4/4/23 8:20,18.2,42.8,38,236
4/4/23 8:25,18.1,43,37.5,235
4/4/23 8:30,18,43.2,37,234
4/4/23 8:35,17.9,43.4,36.5,233
4/4/23 8:40,18,43.6,36,232
4/4/23 8:45,18.1,43.8,35.5,231
4/4/23 8:50,18.2,44,35,230
4/4/23 8:55,18.3,44.2,34.5,229
4/4/23 9:00,18.4,44.4,34,228
4/4/23 9:05,18.5,44.6,33.5,227
4/4/23 9:10,18.6,44.8,33,226
4/4/23 9:15,18.7,45,32.5,225
4/4/23 9:20,18.8,45.2,32,224
4/4/23 9:25,18.9,45.4,31.5,223
4/4/23 9:30,19,45.6,31,222
4/4/23 9:35,19.1,45.8,30.5,221
4/4/23 9:40,19.2,46,30,220
4/4/23 9:45,19.3,46.2,29.5,219
4/4/23 9:50,19.4,46.4,29,218
4/4/23 9:55,19.5,46.6,28.5,217
4/4/23 10:00,19.6,46.8,28,216
4/4/23 10:05,19.7,47,27.5,215
4/4/23 10:10,19.8,47.2,27,214
4/4/23 10:15,19.9,47.4,26.5,213
4/4/23 10:20,20,47.6,26,212
4/4/23 10:25,20.1,47.8,25.5,211
4/4/23 10:30,20.2,48,25,210
4/4/23 10:35,20.3,48.2,24.5,209
4/4/23 10:40,20.4,48.4,24,208
4/4/23 10:45,20.5,48.6,23.5,207
4/4/23 10:50,20.6,48.8,23,206
4/4/23 10:55,20.7,49,22.5,205
4/4/23 11:00,20.8,49.2,22,204
4/4/23 11:05,20.9,49.4,21.5,203
4/4/23 11:10,21,49.6,21,202
4/4/23 11:15,21.1,49.8,20.5,201
4/4/23 11:20,21.2,50,20,200
4/4/23 11:25,21.3,50.2,20.5,201
4/4/23 11:30,21.4,50.4,21,202
4/4/23 11:35,21.5,50.6,21.5,203
4/4/23 11:40,21.6,50.8,22,204
4/4/23 11:45,21.7,51,22.5,205
4/4/23 11:50,21.8,51.2,23,206
4/4/23 11:55,21.9,51.4,23.5,207
4/4/23 12:00,22,51.6,24,208
4/4/23 12:05,22.1,51.8,24.5,209
4/4/23 12:10,22.2,52,25,210
4/4/23 12:15,22.3,52.2,25.5,211
4/4/23 12:20,22.4,52.4,26,212
4/4/23 12:25,22.5,52.6,26.5,213
4/4/23 12:30,22.6,52.8,27,214
4/4/23 12:35,22.7,53,27.5,215
4/4/23 12:40,22.8,53.2,28,216
4/4/23 12:45,22.9,53.4,28.5,217
4/4/23 12:50,23,53.6,29,218
4/4/23 12:55,23.1,53.8,29.5,219
4/4/23 13:00,23.2,54,30,220
4/4/23 13:05,23.3,54.2,30.5,221
4/4/23 13:10,23.4,54.4,31,222
4/4/23 13:15,23.5,54.6,31.5,223
4/4/23 13:20,23.6,54.8,32,224
4/4/23 13:25,23.7,55,32.5,225
4/4/23 13:30,23.8,55.2,33,226
4/4/23 13:35,23.9,55.4,33.5,227
4/4/23 13:40,24,55.6,34,228
4/4/23 13:45,24.1,55.8,34.5,229
4/4/23 13:50,24.2,56,35,230
4/4/23 13:55,24.3,56.2,35.5,231
4/4/23 14:00,24.4,56.4,36,232
4/4/23 14:05,24.5,56.6,36.5,233
4/4/23 14:10,24.6,56.8,37,234
4/4/23 14:15,24.7,57,37.5,235
4/4/23 14:20,24.8,57.2,38,236
4/4/23 14:25,24.9,57.4,38.5,237
4/4/23 14:30,25,57.6,39,238
4/4/23 14:35,25.1,57.8,39.5,239
4/4/23 14:40,25.2,58,40,240
4/4/23 14:45,25.3,58.2,40.5,241
4/4/23 14:50,25.4,58.4,41,242
4/4/23 14:55,25.5,58.6,41.5,243
4/4/23 15:00,25.6,58.8,42,244
4/4/23 15:05,25.7,59,42.5,245
4/4/23 15:10,25.8,59.2,43,246
4/4/23 15:15,25.9,59.4,43.5,247
4/4/23 15:20,26,59.6,44,248
4/4/23 15:25,26.1,59.8,44.5,249
4/4/23 15:30,26.2,60,45,250
4/4/23 15:35,26.3,60.2,45.5,251
4/4/23 15:40,26.4,60.4,46,252
4/4/23 15:45,26.5,60.6,46.5,253
4/4/23 15:50,26.6,60.8,47,254
4/4/23 15:55,26.7,61,47.5,255
4/4/23 16:00,26.8,61.2,48,256
4/4/23 16:05,26.9,61.4,48.5,257
4/4/23 16:10,27,61.6,49,258
4/4/23 16:15,27.1,61.8,49.5,259
4/4/23 16:20,27.2,62,50,260
4/4/23 16:25,27.3,62.2,50.5,261
4/4/23 16:30,27.4,62.4,51,262
4/4/23 16:35,27.5,62.6,51.5,263
4/4/23 16:40,27.6,62.8,52,264
4/4/23 16:45,27.7,63,52.5,265
4/4/23 16:50,27.8,63.2,53,266
4/4/23 16:55,27.9,63.4,53.5,267
4/4/23 17:00,28,63.6,54,268
4/4/23 17:05,28.1,63.8,54.5,269
4/4/23 17:10,28.2,64,55,270
4/4/23 17:15,28.3,64.2,55.5,271
4/4/23 17:20,28.4,64.4,56,272
4/4/23 17:25,28.5,64.6,56.5,273
4/4/23 17:30,28.6,64.8,57,274
4/4/23 17:35,28.7,65,57.5,275
4/4/23 17:40,28.8,65.2,58,276
4/4/23 17:45,28.9,65.4,58.5,277
4/4/23 17:50,29,65.6,59,278
4/4/23 17:55,29.1,65.8,59.5,279
4/4/23 18:00,29.2,66,60,280
4/4/23 18:05,29.3,66.2,60.5,281
4/4/23 18:10,29.4,66.4,61,282
4/4/23 18:15,29.5,66.6,61.5,283
4/4/23 18:20,29.6,66.8,62,284
4/4/23 18:25,29.7,67,62.5,285
4/4/23 18:30,29.8,67.2,63,286
4/4/23 18:35,29.9,67.4,63.5,287
4/4/23 18:40,30,67.6,64,288
4/4/23 18:45,29.9,67.8,64.5,289
4/4/23 18:50,29.8,68,65,290
4/4/23 18:55,29.7,68.2,65.5,291
4/4/23 19:00,29.6,68.4,66,292
4/4/23 19:05,29.5,68.6,66.5,293
4/4/23 19:10,29.4,68.8,67,294
4/4/23 19:15,29.3,69,67.5,295
4/4/23 19:20,29.2,69.2,68,296
4/4/23 19:25,29.1,69.4,68.5,297
4/4/23 19:30,29,69.6,69,298
4/4/23 19:35,28.9,69.8,69.5,299
4/4/23 19:40,28.8,70,70,300
4/4/23 19:45,28.7,70.2,69.5,301
4/4/23 19:50,28.6,70.4,69,302
4/4/23 19:55,28.5,70.6,68.5,303
4/4/23 20:00,28.4,70.8,68,304
4/4/23 20:05,28.3,71,67.5,305
4/4/23 20:10,28.2,71.2,67,306
4/4/23 20:15,28.1,71.4,66.5,307
4/4/23 20:20,28,71.6,66,308
4/4/23 20:25,27.9,71.8,65.5,309
4/4/23 20:30,27.8,72,65,310
4/4/23 20:35,27.7,72.2,64.5,311
4/4/23 20:40,27.6,72.4,64,312
4/4/23 20:45,27.5,72.6,63.5,313
4/4/23 20:50,27.4,72.8,63,314
4/4/23 20:55,27.3,73,62.5,315
4/4/23 21:00,27.2,73.2,62,316
4/4/23 21:05,27.1,73.4,61.5,317
4/4/23 21:10,27,73.6,61,318
4/4/23 21:15,26.9,73.8,60.5,319
4/4/23 21:20,26.8,74,60,320
4/4/23 21:25,26.7,74.2,59.5,321
4/4/23 21:30,26.6,74.4,59,322
4/4/23 21:35,26.5,74.6,58.5,323
4/4/23 21:40,26.4,74.8,58,324
4/4/23 21:45,26.3,75,57.5,325
4/4/23 21:50,26.2,75.2,57,326
4/4/23 21:55,26.1,75.4,56.5,327
4/4/23 22:00,26,75.6,56,328
4/4/23 22:05,25.9,75.8,55.5,329
4/4/23 22:10,25.8,76,55,330
4/4/23 22:15,25.7,76.2,54.5,331
4/4/23 22:20,25.6,76.4,54,332
4/4/23 22:25,25.5,76.6,53.5,333
4/4/23 22:30,25.4,76.8,53,334
4/4/23 22:35,25.3,77,52.5,335
4/4/23 22:40,25.2,77.2,52,336
4/4/23 22:45,25.1,77.4,51.5,337
4/4/23 22:50,25,77.6,51,338
4/4/23 22:55,24.9,77.8,50.5,339
4/4/23 23:00,24.8,78,50,340
4/4/23 23:05,24.7,78.2,49.5,341
4/4/23 23:10,24.6,78.4,49,342
4/4/23 23:15,24.5,78.6,48.5,343
4/4/23 23:20,24.4,78.8,48,344
4/4/23 23:25,24.3,79,47.5,345
4/4/23 23:30,24.2,79.2,47,346
4/4/23 23:35,24.1,79.4,46.5,347
4/4/23 23:40,24,79.6,46,348
4/4/23 23:45,23.9,79.8,45.5,349
4/4/23 23:50,23.8,80,45,350
4/4/23 23:55,23.7,80.2,44.5,351
4/5/23 0:00,23.6,80.4,44,352
4/5/23 0:05,23.5,80.6,43.5,353
4/5/23 0:10,23.4,80.8,43,354
4/5/23 0:15,23.3,81,42.5,355
4/5/23 0:20,23.2,81.2,42,356
4/5/23 0:25,23.1,81.4,41.5,357
4/5/23 0:30,23,81.6,41,358
4/5/23 0:35,22.9,81.8,40.5,359
4/5/23 0:40,22.8,82,40,360
4/5/23 0:45,22.7,82.2,39.5,361
4/5/23 0:50,22.6,82.4,39,362
4/5/23 0:55,22.5,82.6,38.5,363
4/5/23 1:00,22.4,82.8,38,364
4/5/23 1:05,22.3,83,37.5,365
4/5/23 1:10,22.2,83.2,37,366
4/5/23 1:15,22.1,83.4,36.5,367
4/5/23 1:20,22,83.6,36,368
4/5/23 1:25,21.9,83.8,35.5,369
4/5/23 1:30,21.8,84,35,370
4/5/23 1:35,21.7,84.2,34.5,371
4/5/23 1:40,21.6,84.4,34,372
4/5/23 1:45,21.5,84.6,33.5,373
4/5/23 1:50,21.4,84.8,33,374
4/5/23 1:55,21.3,85,32.5,375
4/5/23 2:00,21.2,85.2,32,376
4/5/23 2:05,21.1,85.4,31.5,377
4/5/23 2:10,21,85.6,31,378
4/5/23 2:15,20.9,85.8,30.5,379
4/5/23 2:20,20.8,86,30,380
4/5/23 2:25,20.7,86.2,29.5,381
4/5/23 2:30,20.6,86.4,29,382
4/5/23 2:35,20.5,86.6,28.5,383
4/5/23 2:40,20.4,86.8,28,384
4/5/23 2:45,20.3,87,27.5,385
4/5/23 2:50,20.2,87.2,27,386
4/5/23 2:55,20.1,87.4,26.5,387
4/5/23 3:00,20,87.6,26,388
4/5/23 3:05,19.9,87.8,25.5,389
4/5/23 3:10,19.8,88,25,390
4/5/23 3:15,19.7,88.2,24.5,391
4/5/23 3:20,19.6,88.4,24,392
4/5/23 3:25,19.5,88.6,23.5,393
4/5/23 3:30,19.4,88.8,23,394
4/5/23 3:35,19.3,89,22.5,395
4/5/23 3:40,19.2,89.2,22,396
4/5/23 3:45,19.1,89.4,21.5,397
4/5/23 3:50,19,89.6,21,398
4/5/23 3:55,18.9,89.8,20.5,399
4/5/23 4:00,18.8,90,20,400
4/5/23 4:05,18.7,89.8,20.5,401
4/5/23 4:10,18.6,89.6,21,402
4/5/23 4:15,18.5,89.4,21.5,403
4/5/23 4:20,18.4,89.2,22,404
4/5/23 4:25,18.3,89,22.5,405
4/5/23 4:30,18.2,88.8,23,406
4/5/23 4:35,18.1,88.6,23.5,407
4/5/23 4:40,18,88.4,24,408
4/5/23 4:45,17.9,88.2,24.5,409
4/5/23 4:50,18,88,25,410
4/5/23 4:55,18.1,87.8,25.5,411
4/5/23 5:00,18.2,87.6,26,412
4/5/23 5:05,18.3,87.4,26.5,413
4/5/23 5:10,18.4,87.2,27,414
4/5/23 5:15,18.5,87,27.5,415
4/5/23 5:20,18.6,86.8,28,416
4/5/23 5:25,18.7,86.6,28.5,417
4/5/23 5:30,18.8,86.4,29,418
4/5/23 5:35,18.9,86.2,29.5,419
4/5/23 5:40,19,86,30,420
4/5/23 5:45,19.1,85.8,30.5,421
4/5/23 5:50,19.2,85.6,31,422
4/5/23 5:55,19.3,85.4,31.5,423
4/5/23 6:00,19.4,85.2,32,424
4/5/23 6:05,19.5,85,32.5,425
4/5/23 6:10,19.6,84.8,33,426
4/5/23 6:15,19.7,84.6,33.5,427
4/5/23 6:20,19.8,84.4,34,428
4/5/23 6:25,19.9,84.2,34.5,429
4/5/23 6:30,20,84,35,430
4/5/23 6:35,20.1,83.8,35.5,431
4/5/23 6:40,20.2,83.6,36,432
4/5/23 6:45,20.3,83.4,36.5,433
4/5/23 6:50,20.4,83.2,37,434
4/5/23 6:55,20.5,83,37.5,435
4/5/23 7:00,20.6,82.8,38,436
4/5/23 7:05,20.7,82.6,38.5,437
4/5/23 7:10,20.8,82.4,39,438
4/5/23 7:15,20.9,82.2,39.5,439
4/5/23 7:20,21,82,40,440
4/5/23 7:25,21.1,81.8,40.5,441
4/5/23 7:30,21.2,81.6,41,442
4/5/23 7:35,21.3,81.4,41.5,443
4/5/23 7:40,21.4,81.2,42,444
4/5/23 7:45,21.5,81,42.5,445
